token_id	token_text
224956	ర్జాతీయ
225252	చిత
225497	 తాగ
225509	సక్తి
225591	ముల
225677	 యువ
225759	గ్రహ
225929	 గ్రామ
225944	 బిల్
225945	 వివర
226197	పడుతుంది
226237	 అంటున్నారు
226345	 చర్చ
226459	 వ‌
226638	క్సి
226752	 రూపాయ
226953	 ఏర్పాటు
227032	 చేస్తున్నారు
227046	 నొప్పి
227173	 పోలీసు
227239	వైపు
227278	 కమి
227324	 బై
227499	 ఇదే
227505	 విషయంలో
227643	 అర్థ
227675	 పదార్థ
227784	సాగ
227987	 చీ
228357	పాద
228391	బ్ద
228504	కాం
228677	పురం
228752	పరి
228870	షా
228946	 బల
229017	ఎల్
229146	 ప్రో
229200	 సంగీ
229492	 అంతే
229541	 ఒకటి
229660	 అర్జు
229809	యర్
229897	 ఏం
230001	 బొ
230074	 దక్షిణ
230211	 చెర్రీ
230218	 పోటీ
230321	ఖా
230347	కుంట
230359	 అధ్యక్షుడు
230862	 వ్యవస్థ
231052	స్ట్రీ
231252	ానని
231405	యన్స్
231460	 నగ
231584	 జమ
231616	 వడయార్
231675	 రాజ్యం
231822	్రు
231958	స్తున్నాయి
232073	బర్
232186	ట్లో
232331	 స్వాధీ
232550	క్య
232652	 పంచ
232737	ంద్
232760	గ్ర
232932	 రచన
232993	 రూపొ
232997	 అలాంటి
233300	 ఆధార
233528	 కాల్
233615	త్రిక
233718	ర్ణ
234077	 ఫ్రె
234123	ందన్నారు
234178	 విధంగా
234192	 నిర్మాత
234290	 సాం
234312	 వివ
234570	 డౌ
234626	ంక
234854	నాన్ని
234904	 స్థాయిలో
234962	 స్థాప
235439	 బోర్
235942	 ప్రభావ
235953	లిన
236089	 ఆధ్యా
236094	 ఆధ్యాత్మిక
236159	క్కి
236491	ంచ్
236514	 ఎవరు
236736	 రావ
236979	్
237014	ి
237035	ా
237039	ు
237052	ర
237060	న
237085	ం
237092	ల
237102	క
237151	త
237177	ప
237188	స
237216	వ
237226	మ
237233	ద
237280	య
237287	ే
237288	ట
237294	చ
237303	ో
237348	గ
237352	డ
237434	ీ
237526	ె
237601	అ
237695	జ
237758	బ
237775	ూ
237897	శ
237933	ష
237992	ై
238039	ఆ
238056	ధ
238102	హ
238153	ొ
238234	ఇ
238247	భ
238326	ణ
238333	ఉ
238341	ఎ
238649	థ
238721	ళ
238756	ఈ
238823	ఫ
239212	ఏ
239385	ఖ
239437	ృ
239495	ఒ
240440	ౌ
240581	ఓ
240840	ఐ
240849	ఘ
241430	ఠ
241563	ఞ
242135	ఊ
242275	ఛ
242959	ౖ
243130	ఢ
243529	ఋ
244708	ఔ
245041	ః
245865	ఱ
248080	ఙ
248236	ఝ
254848	౪
107	

108	


109	



110	




111	





112	






113	







114	








115	









116	










117	











118	












119	













120	














121	















122	
















123	

















124	


















125	



















126	




















127	





















128	






















129	























130	
























131	

























132	


























133	



























134	




























135	





























136	






























137	































138	  
139	   
140	    
141	     
142	      
143	       
144	        
145	         
146	          
147	           
148	            
149	             
150	              
151	               
152	                
153	                 
154	                  
155	                   
156	                    
157	                     
158	                      
159	                       
160	                        
161	                         
162	                          
163	                           
164	                            
165	                             
166	                              
167	                               
248	

270	 
236743	 
